colormap,widthmap
SE2D_PA,SE2D
SE2D_AP,SE2D
FUNCT_PA,LOCSTAND
FUNCT_PA,LOCSPAT
FUNCT_PA,LOCSOC
FUNCT_PA,LOCEMOT
FUNCT_AP,LOCSTAND
FUNCT_AP,LOCSPAT
FUNCT_AP,LOCSOC
FUNCT_AP,LOCEMOT
SE2D_PA,SE2D
SE2D_AP,SE2D
