colormap,widthmap
SE2D_PA,SE2D
SE2D_AP,SE2D
FUNCT_PA,CARDS
FUNCT_PA,WATT3
FUNCT_PA,DPX
FUNCT_PA,CARDS
FUNCT_AP,WATT3
FUNCT_AP,DPX
SE2D_PA,SE2D
SE2D_AP,SE2D
