colormap,widthmap
SE2D_PA,SE2D
SE2D_AP,SE2D
FUNCT_PA,ODDBALL
FUNCT_AP,ODDBALL
FUNCT_PA,VSTM
FUNCT_AP,VSTM
FUNCT_PA,FINGTAP
FUNCT_AP,FINGTAP
FUNCT_PA,VSTM
FUNCT_AP,VSTM
SE2D_PA,SE2D
SE2D_AP,SE2D
