colormap,widthmap
SE2D_PA,SE2D
SE2D_AP,SE2D
FUNCT_PA,COL1
FUNCT_AP,COL2
FUNCT_PA,COL3
FUNCT_AP,COL4
FUNCT_PA,MOT1
FUNCT_AP,MOT2
FUNCT_PA,MOT3
FUNCT_AP,MOT4
SE2D_PA,SE2D
SE2D_AP,SE2D
