colormap,widthmap
SE2D_PA,SE2D
SE2D_AP,SE2D
FUNCT_PA,RAIDERS_RUN07
FUNCT_PA,RAIDERS_RUN08
FUNCT_AP,RAIDERS_RUN09
FUNCT_AP,RAIDERS_RUN10
FUNCT_AP,RAIDERS_RUN01
FUNCT_AP,RAIDERS_RUN02
FUNCT_AP,RAIDERS_RUN03
SE2D_PA,SE2D
SE2D_AP,SE2D
