colormap,widthmap
SE2D_PA,SE2D
SE2D_AP,SE2D
FUNCT_PA,SELFLOC
FUNCT_PA,SELFLOC
FUNCT_AP,SELFLOC
FUNCT_AP,SELFLOC4
FUNCT_PA,BANGLOC
SE2D_PA,SE2D
SE2D_AP,SE2D
