colormap,widthmap
SE2D_PA,SE2D
SE2D_AP,SE2D
FUNCT_PA,BIOMO1
FUNCT_PA,BIOMO2
FUNCT_AP,BIOMO1
FUNCT_AP,BIOMO2
FUNCT_PA,BIOMO1
FUNCT_PA,BIOMO2
FUNCT_AP,BIOMO1
FUNCT_AP,BIOMO2
SE2D_PA,SE2D
SE2D_AP,SE2D
