colormap,widthmap
SE2D_PA,SE2D
SE2D_AP,SE2D
FUNCT_PA,HCPRELAT
FUNCT_PA,HCPSOC
FUNCT_PA,HCPWM
FUNCT_AP,HCPRELAT
FUNCT_AP,HCPSOC
FUNCT_AP,HCPWM
SE2D_PA,SE2D
SE2D_AP,SE2D
