colormap,widthmap
SE2D_PA,SE2D
SE2D_AP,SE2D
FUNCT_PA,TOMLOC
FUNCT_PA,EPLOC
FUNCT_PA,MOVLOC
FUNCT_AP,TOMLOC
FUNCT_AP,EPLOC
FUNCT_AP,MOVLOC
SE2D_PA,SE2D
SE2D_AP,SE2D
