colormap,widthmap
SE2D_PA,SE2D
SE2D_AP,SE2D
FUNCT_PA,LOCMOTO
FUNCT_PA,LOCMCSE
FUNCT_PA,LOCMVEB
FUNCT_PA,LOCMVIS
FUNCT_AP,LOCMOTO
FUNCT_AP,LOCMCSE
FUNCT_AP,LOCMVEB
FUNCT_AP,LOCMVIS
SE2D_PA,SE2D
SE2D_AP,SE2D
