colormap,widthmap
SE2D_PA,SE2D
SE2D_AP,SE2D
FUNCT_PA,LPP1
FUNCT_AP,LPP2
FUNCT_PA,LPP3
FUNCT_AP,LPP4
FUNCT_PA,LPP5
SE2D_PA,SE2D
SE2D_AP,SE2D
