colormap,widthmap
SE2D_PA,SE2D
SE2D_AP,SE2D
FUNCT_PA,SS
FUNCT_PA,ANT
FUNCT_PA,TBT
FUNCT_PA,SS
FUNCT_AP,ANT
FUNCT_AP,TBT
SE2D_PA,SE2D
SE2D_AP,SE2D
